farm_id,sale_order_id,product_id,quantity,price,user_id,total_item_price,time_of_sale,product_sku,product_type,unit_of_measurement,product_price,product_description_en,product_name_en
2b49896c-e8f5-44d1-9011-7ac912c1f454,79142096-bbba-435a-a8ac-58e4db940d41,c1d06ac3-5bea-4b4d-8648-ae3fa531f059,1,50000.0,7a341d40-7166-46d4-b37f-be9a9ecec7f7,50000.0,1744247988062,REPORT-REQUEST-MILL-1,SERVICE,kg,50000.0,Delivery Report Package for 1 SawitPro Partner Factory -,Shipping report package
de185ea0-e80d-416c-8904-2ac29a8ed83c,075f1931-927f-4863-bbe4-2c2df643bd4a,5952d124-7dc6-4a6a-baa2-e2e502ecd6fe,1,109000.0,9152143a-2ad6-4a45-a0d0-e2a444bbde3d,109000.0,1741480311062,TUP/PLN/100,DIGITAL,,109000.0,"Topup PLN 100,000 Topup PLN 100,000","Token PLN 100,000"
b820dd8f-1b88-43af-abaf-0d10977f676e,787bc8b7-e679-4772-be5d-af4afac9adf5,d3999f4e-890a-473f-bb92-2fd2178da3fb,30,760000.0,c84be8f7-1081-46ea-82c5-e4dedda9e39d,22800000.0,1742140382062,101110607001,GOODS,kg,760000.0,"Description of NPK fertilizer from DGW is specifically formulated for planting palm oil.The formula which is rich in phosphorus and potassium is very suitable for mineral lands that have a low content of the two elements.Form / color: granules / brown benefits of fertilizer with compaction technology ensure the content of nutrients that are guaranteed, containing various macro and micro -essential elements to support optimal plant growth.Nitrogen Content and Specifications 13% Pentoxide Phosphorus 6% Potassium Oxide 27% Magnesium Oxide Boron Calcium Oxide Products Tested Lab?Yes",NPK DGW 13-6-27 50kg
4794c11e-6b49-4474-8fe7-15cbb071ee87,93f99330-23c3-4928-a7e4-90939bdcf55b,ece9fda2-1006-4cf9-a283-74e10b330512,219,883500.0,8b621082-7337-4d55-a2ff-e3518797094c,193486500.0,1743404828062,101110601901,GOODS,kg,883500.0,"Description of the Mahkota NPK fertilizer 13-8-27-4 + 0.5 B supports optimal growth of plantation crops such as oil palm, rubber and cocoa.With 13% nitrogen, 8% phosphorus, 27% potassium, 4% magnesium, and 0.5% boron, this fertilizer increases crop yields and plant quality.Doses of 2-2.5 kg per tree are recommended for oil palm aged 4-8 years.Form / color: granules / brown the benefits of this fertilizer support plant growth, increase yield, and quality of plants by strengthening metabolism, cell division, and the formation of enzymes and vitamins.In addition, it also stimulates the growth of roots and leaves and increases plant immunity.Nitrogen Content and Specifications 13% Pentoxide Phosphorus 8% Potassium Oxide 27% Magnesium Oxide 4% Boron 0.5% Copper (II) Sulfate, zinc sulfate 0.02-0.04% tested products lab?Yes",NPK Mahkota 13-8-27-4 0.5 B 50kg
95826d7a-3dac-42c9-a9c9-f1cb4f9f7e27,c09f7ada-801a-4bd9-a04f-54f9c56bab2b,fc02857f-92ea-48a1-96b5-95acf43b922e,1,469300.0,1e62475b-0909-420f-a394-afe02d77ff5e,469300.0,1742104223062,202320300103,GOODS,kg,469300.0,"Bablass 490 SL IPA GLIFOSAT 490 g/L.Systemic Herbicide After Growing Solution in the form of Water Solution Used for Palm Oil Cultivation (TBM): Ageratum conyzoides wide leaf weeds, Borreria alata, Melastoma Affine, Mikania Micrantha, narrow leaf weed Axonopus Compressus Description Bablass 490 SL is a systemic herbicide.Palm (TBM), such as wide -leaf weeds ageratum conyzoides, borreria alata, melastoma affine, mikania micrantha, and narrow leaf weeds Axonopus compressus.Form: Solution Benefits of this product is effective in killing grass selectively, absorbing its active ingredients to the grassroots and killing them gradually, without affecting other plants in the vicinity.Content and specifications of Glifosate Aminosate Isopropyl (IPA) 49% Tested Products Lab?Yes",Bablass 490 SL - 5 liters
c2041d0e-7704-4e60-a167-5b55bd6abcf5,6090bbb6-c528-4223-af54-72394b4166bb,5952d124-7dc6-4a6a-baa2-e2e502ecd6fe,1,109000.0,a465b71c-48f2-4ed6-9a17-469ebcdc4e66,109000.0,1743579334062,TUP/PLN/100,DIGITAL,,109000.0,"Topup PLN 100,000 Topup PLN 100,000","Token PLN 100,000"
c2041d0e-7704-4e60-a167-5b55bd6abcf5,578cf611-f058-4aba-8520-e5d665629acc,ecef7b49-b297-4c53-bf53-628861221da7,1,1299999.0,804b949e-a2ea-4600-b563-5344410f852d,1299999.0,1743896629062,101210600101,GOODS,kg,1299999.0,"C-organic: 15.44% C/N Ratio: 21.75 Total N: 0.71% Total P2O5: 3.64% Total K2O: 17.51% Water content: 19.81% PH (H2O): 8.97 Description of SawitPro Fertilizer is organic fertilizer that can help oil palm farmers increase oil yields and fruit quality.This fertilizer is equipped with microorganisms developed by leading biologists in Indonesia.Microorganisms can be used to help the decomposition of nutrients and accelerates from nutrient absorption in plants.The benefits of Sawitpro fertilizer provide a variety of important benefits, including increasing the availability of nutrients (nitrogen, phosphate, and potassium), as well as helping the overhaul of organic matter (decomposition) and mineralization of organic elements.This fertilizer also triggers plant growth, protects roots from pathogenic microbes, increases the efficiency of absorption from other fertilizers (Rp, urea, etc.), and saves fertilization costs by up to 50%.In addition, Sawitpro fertilizer increases plant resistance to disease attacks and maintains soil fertility for sustainable agriculture.Nitrogen content and specifications 0.1-1% Nitrogen phosphor pentoxide 3-5% potassium oxide 17-25% Bacteria Binding Nitrogen Trichoderma Microorganisms: Rhizobium sp (Nitrogen bacterial bacteria in root legumes) Azotobacter sp (nitrogen bacteriaAuxin) Bacillus sp (fighting pathogens and encouraging growth) Azospirillum sp (encouraging growth) Pseudomonas sp (Growth Regulator) Trichoderma sp (biological control substances against fungal attacks, especially ganoderma) tested products lab?Yes",Sawitpro 50kg fertilizer
514a487e-2dbb-472f-8a63-5c92ec484975,ba87bf4a-4099-4101-84fb-ef0248fdf987,c1d06ac3-5bea-4b4d-8648-ae3fa531f059,1,50000.0,0d31385d-79be-436f-9890-69104741bf26,50000.0,1742047888062,REPORT-REQUEST-MILL-1,SERVICE,kg,50000.0,Delivery Report Package for 1 SawitPro Partner Factory -,Shipping report package
7281ae70-a5bf-4008-a17d-7e6723c7e980,876120bd-3540-4588-b9f5-6beb3acc7e05,d8232157-edeb-4ac8-ba5a-0cf53e3c8a06,15,541500.0,438c0b35-30eb-4a57-9577-0f7c13d81eb7,8122500.0,1744637771062,101110505701,GOODS,kg,541500.0,"Kieserite (or other name Magnesium Sulfate) is one of the good sources for magnesium and sulfur nutrients.The most widely used in horticultural farming, which one of the biggest advantages is that this fertilizer is suitable for almost all types of plants and soil types, however the condition of the acidity of the soil.Kieserite is a decomposed fertilizer and reacts quickly and is the right choice when the magnesium nutrients are needed immediately Kieserite description (magnesium sulfate) is fertilizer that is rich in magnesium and sulfur, suitable for almost all types of plants and soil.Quickly soluble and reacting effectively, Kieserite is ideal to meet the needs of plants magnesium, either before planting or during growth.This fertilizer can be applied directly to the soil in powder or granular form and can be processed into Epsom salt for irrigation applications.The benefits of soil with low pH, such as sandy soil, require additional nutrients to support plant growth.Under these conditions, fertilization using Kieserite is needed.Meanwhile, soil in the tropical region which is generally already has sufficient magnesium content and rarely experiences Water Magnesium washing.Content and specifications of magnesium oxide ± 25% sulfur ± 21% shape / color: crystal / white product tested lab?Yes",Kieserite crown 50kg
86a41dec-9936-4c8f-9150-e8b367a4959f,48620ebf-ee8f-468e-931d-492f9b94690b,8fcfd7a8-5980-4e7e-b463-6d30823caac4,35,940500.0,05ebeca1-5a73-46ec-88fc-323b29d468cc,32917500.0,1744238011062,101110602801,GOODS,kg,940500.0,"Description of SS fertilizer (Ammophos) is compound fertilizer with a formulation of 16% nitrogen, 20% pentoxide phosphorus, and 12% sulfur.These three protein components are designed to be absorbed in the initial phase of vegetative growth in roots, leaves, and puppies.Shape / color: gray gray gray / white Benefits of this fertilizer is rich in phosphorus and nitrogen elements.The element of phosphorus (P) is important to support root growth in the early stages of plants, and its availability can be increased by the application of nitrogen (N).If P is given with N, the absorption of P by plants will be more optimal than the administration of a single P.In addition, sulfur (S) also helps increase the efficiency of N fertilization so that plants can absorb more nitrogen.Nitrogen content and specifications 16% Pentoxide Phosphorus 20% Sulfur 12% Tested Products Lab?Yes",Meroke Ss - Ammophos 50kg
4c791ad8-eca6-435f-b7c0-e0976848d4dd,6b843a88-fa74-42b1-a8e8-2c8cbe09cc86,b67588d2-e8fe-4ee4-9931-e9d18241d04c,7,230000.0,d428b703-9683-4789-935d-d6a247db6ac7,1610000.0,1743735977062,202310305001,GOODS,kg,230000.0,"Primastar 300/100 SL: Systemic herbicide after full growth in the form of a solution in water to control wide leaf weeds and grass weeds in oil palm plantations (TBM) Active ingredients: Isopropyl amine glyphosate 300 g/l + 2,4 -D in Dimethyl amine 100 g/l Method & Time Application of high volume spraying with a volume of 400 - 600 L/Ha.The application starts when weeds thrive and do not rain 4-6 hours after spraying.If it is not clear, contact the authorized agriculture officer",Primastar 300/100 SL 5 liters
43a801f8-1e93-4f60-b8cc-d8f398fec514,c8ae6bb4-d604-4dae-815a-afbf6a941532,d8232157-edeb-4ac8-ba5a-0cf53e3c8a06,16,541500.0,d428b703-9683-4789-935d-d6a247db6ac7,8664000.0,1744517558062,101110505701,GOODS,kg,541500.0,"Kieserite (or other name Magnesium Sulfate) is one of the good sources for magnesium and sulfur nutrients.The most widely used in horticultural farming, which one of the biggest advantages is that this fertilizer is suitable for almost all types of plants and soil types, however the condition of the acidity of the soil.Kieserite is a decomposed fertilizer and reacts quickly and is the right choice when the magnesium nutrients are needed immediately Kieserite description (magnesium sulfate) is fertilizer that is rich in magnesium and sulfur, suitable for almost all types of plants and soil.Quickly soluble and reacting effectively, Kieserite is ideal to meet the needs of plants magnesium, either before planting or during growth.This fertilizer can be applied directly to the soil in powder or granular form and can be processed into Epsom salt for irrigation applications.The benefits of soil with low pH, such as sandy soil, require additional nutrients to support plant growth.Under these conditions, fertilization using Kieserite is needed.Meanwhile, soil in the tropical region which is generally already has sufficient magnesium content and rarely experiences Water Magnesium washing.Content and specifications of magnesium oxide ± 25% sulfur ± 21% shape / color: crystal / white product tested lab?Yes",Kieserite crown 50kg
f3ef59fc-c7a5-4902-8ea6-14da5e858b18,04062e2a-cfd9-4e93-8faa-d8e0d332940a,1af0394e-3aea-42b4-8698-b6832e35f8ce,1,537800.0,972601a1-d233-4387-8b88-fd2611506d1f,537800.0,1744174173062,101110604001,GOODS,kg,537800.0,"Increase growth with 21% nitrogen and sulfur 24 percent.Description of Petro ZA Plus is effective for stimulating the growth of the number of puppies, plant height, and number of leaves.In addition, this fertilizer can improve the quality of the harvest by improving the color, aroma, taste, and size of fruit or tubers, as well as making plants more resistant to pests and diseases.Form / color: crystals / green benefits of this fertilizer contain nitrogen (n), sulfur (s), and zinc (Zn) that support plant growth, increase the number of tillers, plant height, and number of leaves.This fertilizer also improves the formation of chlorophyll, increases the color, aroma, taste, and size of fruit or tubers, and increases plant fertility, making it more resistant to pests and diseases.Nitrogen content and specifications 21% sulfur 24% zinc 0.1% sulfuric acid ≤ 0.1% tested products lab?Yes",Petro Za Plus 50kg
62dbbd91-0a49-482e-9367-50088bb3dcb8,95505675-172d-4cee-8240-0b2e5ef6d5b1,ff58b8c4-1058-4753-bfc0-c04d091c8485,98,439375.0,9419bea1-d06e-4c66-ad5f-f395aeb3af29,43058750.0,1742129678062,101110600701,GOODS,kg,439375.0,"Description of ZA Cap Leaf is a single fertilizer containing 24% sulfur in the form of sulfate, which is quickly absorbed by plants to overcome lack of sulfur.This fertilizer also contains 21% nitrogen which is easily soluble and quickly absorbed by plants.Form: Crystals The benefits of ZA fertilizer improve the quality and yields, improve taste, color, and make plants more resistant to drought, pests, and diseases.ZA also supports the formation of chlorophyll, increases protein and vitamins, and improves the color, aroma, and flexibility of tobacco, and enlarges the tubers of onion plants.Nitrogen content and specifications 21% sulfur 23-24% of the product tested lab?Yes",ZA Cap 50kg Leaf
acf8379a-4939-4b2e-8c11-c367e9f3f916,93f99330-23c3-4928-a7e4-90939bdcf55b,ecef7b49-b297-4c53-bf53-628861221da7,1,1299999.0,0d31385d-79be-436f-9890-69104741bf26,1299999.0,1743896761062,101210600101,GOODS,kg,1299999.0,"C-organic: 15.44% C/N Ratio: 21.75 Total N: 0.71% Total P2O5: 3.64% Total K2O: 17.51% Water content: 19.81% PH (H2O): 8.97 Description of SawitPro Fertilizer is organic fertilizer that can help oil palm farmers increase oil yields and fruit quality.This fertilizer is equipped with microorganisms developed by leading biologists in Indonesia.Microorganisms can be used to help the decomposition of nutrients and accelerates from nutrient absorption in plants.The benefits of Sawitpro fertilizer provide a variety of important benefits, including increasing the availability of nutrients (nitrogen, phosphate, and potassium), as well as helping the overhaul of organic matter (decomposition) and mineralization of organic elements.This fertilizer also triggers plant growth, protects roots from pathogenic microbes, increases the efficiency of absorption from other fertilizers (Rp, urea, etc.), and saves fertilization costs by up to 50%.In addition, Sawitpro fertilizer increases plant resistance to disease attacks and maintains soil fertility for sustainable agriculture.Nitrogen content and specifications 0.1-1% Nitrogen phosphor pentoxide 3-5% potassium oxide 17-25% Bacteria Binding Nitrogen Trichoderma Microorganisms: Rhizobium sp (Nitrogen bacterial bacteria in root legumes) Azotobacter sp (nitrogen bacteriaAuxin) Bacillus sp (fighting pathogens and encouraging growth) Azospirillum sp (encouraging growth) Pseudomonas sp (Growth Regulator) Trichoderma sp (biological control substances against fungal attacks, especially ganoderma) tested products lab?Yes",Sawitpro 50kg fertilizer
1292c19e-4c7f-4181-be1c-a2d2c71f293c,72b873a9-54d2-45da-8fb9-92f48d509c52,c5e57af4-0df9-4e2b-87e4-9024b8e6cf53,11,97000.0,d27f2ad2-07c5-4b9f-a40b-26d324547947,1067000.0,1741737092062,202310304901,GOODS,kg,97000.0,"DMA6 825 SL Net weight: 400ml Active ingredients: 2,4-D dimethyl amine (equivalent to 2,4-D: 686 g/l): 825 g/l Production: Corteva Agriscience DMA6 825 SL Systemic System Systemic Selective Full-Growing in the form of solutions in light brown water, very effective to control weeds in rice planting, rubber, rubber and tebu.This herbicide is no doubt for lowland rice plants.which is useful to eradicate wide leaf weeds (broadleaf) and tender in the fields.Also very good for a mixture to glyphosate and paraquat.Can be used on plants: rubber, rice, sugar cane, full -growth systemic herbicide tea in the form of a solution in water.Dosage: - Rubber (wide leaf weeds): 1.5 - 3 l/ha spraying time: when weeds are young and active growth - Tea (wide leaf weeds): 1 - 1.5 L/ha Time spraying: When weeds are young and active growth - Growth (wide leaf weeds): 1-2 L/haLeaf wide and puzzle): 1 - 1.5 L/ha Spraying time: 14 days after planting when weeds are growing",DMA 6 825 SL 400ml
3cdded98-17ef-479d-bb73-2799dbd9c307,0e0144d2-f9a7-49b4-bc35-f6791eceb56b,5501ce77-7a08-4086-8dda-858c92326fc6,25,241700.0,94c969e0-729a-4b93-9ace-7182276f4ae8,6042500.0,1744672387062,101110603701,GOODS,kg,241700.0,"Increase growth with 80%calcium carbonate.Description of the agricultural lime is high quality fertilizer with a minimum composition of CaCO3 80%, designed to increase soil pH to make it more neutral and support the availability of optimal nutrients.This product is effective in neutralizing toxic compounds in the soil, improving soil structure, and stimulating the activity of microorganisms that support plant growth.With the use of agricultural lime, plants can grow healthier, yields increase, and soil quality is better.The benefits of this product increase soil and water pH, improve the availability of nutrients, and neutralize the compounds ... (line too long; chars omitted)",50 kg of agricultural lime
3cdded98-17ef-479d-bb73-2799dbd9c307,c7fbc4e1-123f-47c4-b96f-7cd822f6cd3d,1af0394e-3aea-42b4-8698-b6832e35f8ce,3,537800.0,eddc7f2d-9b65-477d-8014-65a332d93f37,1613400.0,1741640516062,101110604001,GOODS,kg,537800.0,"Increase growth with 21% nitrogen and sulfur 24 percent.Description of Petro ZA Plus is effective for stimulating the growth of the number of puppies, plant height, and number of leaves.In addition, this fertilizer can improve the quality of the harvest by improving the color, aroma, taste, and size of fruit or tubers, as well as making plants more resistant to pests and diseases.Form / color: crystals / green benefits of this fertilizer contain nitrogen (n), sulfur (s), and zinc (Zn) that support plant growth, increase the number of tillers, plant height, and number of leaves.This fertilizer also improves the formation of chlorophyll, increases the color, aroma, taste, and size of fruit or tubers, and increases plant fertility, making it more resistant to pests and diseases.Nitrogen content and specifications 21% sulfur 24% zinc 0.1% sulfuric acid ≤ 0.1% tested products lab?Yes",Petro Za Plus 50kg
